CARRETERA,count
LE-6707,4
CHG,4
CV-703,4
EX-303,4
B-100,4
A-2214,4
LV-9022,4
LE-164,4
A-303,4
JA-3106,4
Me-12,4
A-6103,4
A-6207,4
JA-3309,4
A398,4
LE-231,4
JA-3411,4
LE-6520,4
JA-3100,4
Ma-5100,4
JA-3204,4
EI-321,4
JA-4304,4
SE-9023,4
A-4201,4
GR-3412,4
VP-6601,4
CA-274,4
CA-501,4
CV-00000,4
CA-304,4
CO-5401,4
CC-54,4
CV-612,4
CA-404,4
CA-4106,4
TF1,4
A-3176,4
BI-3224,4
CO-7201,4
CO-6219,4
SG-351,4
CV-379,4
DP-0401,4
CV-557,4
CA-449,4
CM-0398,4
LP-201,4
C.VECINAL,4
CV-444,4
DSA-621,4
AC-215,4
CV-391,4
DSA-260,4
DSA-130,4
C.G. Nº 9,4
DP-0513,4
PO-204,4
EP-0103,4
A-449,4
M206,4
CC-13.7,4
CR-2032,4
CR-5222,4
LR-287,4
CR-5212,4
CV-167,4
CM-4127,4
TV-7232,4
TE-V-6014,4
CM-5102,4
C-424,4
A-1701,4
CV-145,4
CV-171,4
CV-200,4
T-201,4
SE-9014,4
CR-721,4
CR-503,4
CR-2121,4
SE-8203,4
CR-6031,4
CO-3107,4
SE-6102,4
CO-4102,4
CM-5005,4
CO-4200,4
A-2229,4
SE-3402,4
CM-4006a,4
A-390a,4
SE-9217,4
SE-4200,4
VA-302,4
EP-9207,4
A-2502,4
GC-600,4
GIP-5129,4
GIV-6301,4
GI-665,4
BU-532,4
GI-521,4
GIV-6613,4
GIV-6218,4
CM-2103,4
C-253a,4
AS-339,4
BU-514,4
CV57,4
AS-23,4
CU-V-1401,4
AS-268,4
GI-402,4
GIV-5221,4
GIP-5233,4
GIV-6744,4
BU-813,4
GIV-5273,4
FR-1,4
GIV-5142,4
AS-340,4
PFSD,4
GIV-5224,4
CV-901,4
AE-6,4
ZA-324,4
OU-1104,4
OU-0526,4
CC-100,4
P-984,4
CC-11.5,4
RM-B37,4
S/C PO,4
AC-142,4
EP-2302,4
VA-912,4
VP-5803,4
EP-1102,4
EP-1104,4
CU-V-9116,4
CC-50,4
DP-5804,4
AC-527,4
EP-0006,4
AC-190,4
PO-244,4
DP-7302,4
FV-550,4
AC-250,4
SC-21,4
AC-934,4
GC-210,4
AG-58,4
LZ-34,4
FV-109,4
CC-3.2,4
CC-17.2,4
CU-V-9142,4
CU-V-8305,4
CV-738,4
LZ-204,4
P-980,4
CM-3124,4
CR-5122,4
CAMI FONDO,4
GI-3920,4
GC-331,4
NA-6020,4
POLIGONO,4
CR-7221,4
NA-6030,4
TF-265,4
AL-5300,4
Ma-3017,4
A-337,4
EI-541,4
AV-P-308,4
Ma-3131,4
AS-310,4
Ma-3100,4
EI-651,4
NA-126,4
CR-1342,4
Ma-3110,4
GU-902,4
AS-21,4
AS-323,4
SI-10,4
GI-3210,4
NA-4410,4
NA-7010,4
BA-137,4
P-901,4
RM-425,4
RM-424,4
CV-131,4
AC-421,4
EX-A2-R2,4
T-423,4
CO-6103,4
GIV-6043,4
LR-280,4
LP-2132,4
CO-5300,4
RM-D8,4
SON BOU,4
Ma-1A,4
Ma-1043,4
P-214,4
CO-7217,4
P-235,4
CO-4309,4
GIP-6307,4
CO-6202,4
Ma-6101,4
Ma-2050,4
P-215,4
RM-E27,4
LP-21,4
BU-400,4
CV-121,4
OU-0209,4
GI-3730,4
BV-3012,4
CC-17.5,4
CC-81,4
C-1415b,4
CC-29.4,4
BV-1224,4
OU-1103,4
LLN-7,4
LE-3505,4
BV-1038,4
LOCAL,4
CEJ-8,4
CC-17.3,4
OU-0102,4
L-510,4
CE-6,4
GO-9,4
LV-3331,4
AS-319,4
CV S/N,4
BU-P-8012,4
CEJ-4,4
BA-020,4
BU-564,4
BA-006,4
CC-26.3,4
OU-S/C,4
OU-1102,4
OU-1021,4
HU-6111,4
AS-27,4
OU-1107,4
CV-1734,4
OU S/N,4
CV BENIRRA,4
AS-347,4
OU-104,4
CV-240,4
OU-311,4
CEJ-13,4
AV-932,4
MO-1,4
OU-1014,4
OU-1202,4
AS-232,4
AV-105,4
Ma-6102,4
CA-9210,4
CA-9203,4
N-540a,4
A-2235,4
OU-0604,4
CA-9104,4
AL-3200R,4
A-4152,4
M-532,4
GR-3404,4
RM-F25,4
CO-3312,4
A-1001,4
GIV-6321,4
GIV-5223,4
SCPO,4
CV-309,4
CO-8211,4
CO-5304,4
GI-534,4
AC-161,4
GI-554,4
M-201,4
GI-622,4
EX-335,4
DP-0603,4
M-233,4
AL-5402,4
DP-1601,4
GIV-6103,4
CM-2025,4
A,4
N-559,4
EP-7016,4
EP-6306,4
CV-9,4
AL-3406,4
LU-P-6501,4
GI-3411,4
GI-3670,4
S-C/PO,4
CR-1222,4
SG-241,4
LU-P-4304,4
GU-127,4
EP-2604,4
LU-SN,4
OU-1010,4
CH-3,4
VG-2.1,4
AS-392,4
CM-2101,4
CM-2031,4
CM-2003,4
EP-1201,4
CV-814,4
LU-124,4
NA-125,4
AL-7100,4
EP-2301,4
AC-130,4
BU-V-8004,4
CU-V-9144,4
AV-P-307,4
Ma-4100,4
MA-8301,4
AV-120,4
AV-114,4
DP-7306,4
AV-P-406,4
A-7278,4
AC-461,4
MA-5101,4
RM-F41,4
RM-F51,4
Ma-3511,4
RM-402,4
DP-4603,4
BA-131,4
DP-8401,4
GC-501,4
CV-1603-25,4
DP-1503,4
AV-P-711,4
RM-E9,4
A-7202,4
A-365,4
CA-611,4
RM-C9,4
MA-6404,4
CU-V-8307,4
DP-5702,4
AL-3110,4
CV-794,4
Ma-6013,4
Ma-3510,4
VP-9902,3
CT-34,3
CV-409,3
VA-913,3
PP-4311,3
OU-1201,3
LV-7046,3
CM-3265,3
VA-920,3
VP-5505,3
VP-2006,3
LR-504,3
RM-E10,3
TE-V-8215,3
CV-0000,3
LE-5238,3
OU-0559,3
NA-8703,3
VP-5603,3
RM-D6,3
TO-1375,3
LU-P-2301,3
RM-C15,3
A-3138,3
MA-4104,3
LU-P-1701,3
4 CAMINOS,3
CV-414,3
LU-652,3
VP-8902,3
A-8007,3
NA-2330,3
CHE-1407a,3
CHT 001,3
M-537,3
BI-3112,3
LR-313,3
CV-589,3
A-2407,3
VA-101,3
MA-5407,3
CV-7221,3
LR-209,3
AV-P-129a,3
ZA-P-2657,3
DP-5405,3
GJ-81,3
GI-2,3
Ma-3121,3
CM-2123,3
AS-325,3
CG-1.3,3
CU-V-2123,3
GI-541,3
C-153a,3
DP-6602,3
AC-424,3
VP-4404,3
AC-423,3
AV-504,3
CV69,3
DP-7103,3
AC-110,3
A-1176,3
AL-3200,3
CV-954,3
CV-7222,3
CV-751,3
BU-P-1101,3
CV-522,3
SIN DENOM.,3
DP-8203,3
DP-7504,3
CO-6410,3
CM-4134,3
CR-5031,3
CV-107,3
CV-231,3
CV-137,3
CAPICORP,3
CA-4100,3
CO-3103,3
CO-5103,3
CO-7413,3
CO-8405,3
CC-1.2,3
CV-508,3
A-447,3
C.RURAL,3
CO-6218,3
CC-121,3
N-331R,3
CO-4205,3
CO-5101,3
BU-642,3
CH-32,3
BU-P-1007,3
A-1508,3
CV-652,3
SI-14,3
CV-777,3
GU-103,3
GI-3720,3
N-2t,3
GI-3671,3
HU-6400,3
AP-8-12,3
HU-3300,3
CV103,3
ZA-705,3
CV56,3
A-1214,3
JA-3302,3
A-6206,3
A-6201,3
A-6104,3
LE-s/n,3
BI-3741,3
LE-5503,3
LE-7416,3
BI-3105,3
LE-5506,3
BI-2632,3
N-141f,3
BI-626,3
VA-103,3
VA-541,3
L-311z,3
CV-98,3
CM-1101,3
CV-523,3
GU-217,3
CM-2120,3
GIP-5226,3
CM-3135,3
GIV-6121,3
GIV-5241,3
A-3606,3
SI-16,3
TI-6,3
AC552,3
GIV-5242,3
GIV-5232,3
A-3216,3
A-3228,3
CV-5840,3
GR-3101,3
BV-1081,3
VP-2203,3
CV-394,3
C-1411z,3
GR-7100,3
GI-4143,3
GR-0041,3
CV-1053,3
LE-6620,3
GI-3740,3
BV-1223,3
OU-1110,3
TV-2042,3
CR-1226,3
DP-3201,3
AC-122,3
DP-4303,3
AC-422,3
DP-5304,3
AC-181,3
AC-408,3
DP-6202,3
AC-553,3
AC-308,3
DP-7402,3
LOCAL TEO,3
A-2503,3
CP-001,3
A-2501,3
AC-905,3
CO-7103,3
A-3200,3
CO-5201,3
CR-644,3
CV-862,3
CR-500,3
CHE-1502,3
CR-5112,3
CO-3313,3
Z-372,3
CO-4316,3
CO-6211,3
CO-6213,3
CO-7209,3
A-2306,3
CO-4204,3
CO-3406,3
CV-1603-36,3
CM-3011,3
CU-V-9031,3
N-634-D,3
TE-V-1001,3
SD/PO,3
GI-3071,3
GI-3610,3
Z-373,3
GI-3161,3
GI-3292,3
A-1702,3
GI-3301,3
GI-3361,3
ZA-315,3
AG-46,3
AP-8-7,3
N-634-O,3
GU-426,3
GU-199,3
CM-3137,3
GIV-5331,3
GIV-4031,3
CV-841,3
VIA PISTA,3
GIP-6021,3
CV-314,3
GIV-5248,3
GR-3310,3
CM-101a,3
GR-9108,3
GR-3400,3
TO-2542,3
GR-J-1044,3
GR-26-O,3
CM-1008a,3
CR-7222,3
CR-5011,3
TV-7421,3
CR-7021,3
CA-927,3
AV-904,3
BA-016,3
EX-A2,3
EX-361,3
BA-077,3
BA-124,3
CA-420,3
CA-460,3
CV-7,3
Ma-2021,3
Ma-3520,3
TF-620,3
EI-322,3
A-4205,3
A-3104,3
A-4310,3
CA-632,3
BU-V-8002,3
CV-9231,3
CV-8152,3
CV-749,3
CV-818,3
CV-837,3
CV-762,3
BU-950,3
AV-P-715,3
AL-7102,3
TO-1198,3
CM-3207,3
AL-5105,3
CV-29,3
AV-P-639,3
MORNA,3
Me-18,3
BV-2006,3
CV-658,3
SE-4401,3
CV-647,3
CA-8101,3
CM-4157,3
SIN NOMBRE,3
A-211,3
DSA-410,3
A-8126,3
CV-59,3
CM-4201,3
CR-4117,3
GC-201,3
CM-4200,3
CR-2124,3
CA-9113,3
SG-F-7133,3
BV-1211,3
SA-305,3
BU-V-7011,3
A-73,3
BU-901,3
CAMINO SAN,3
DSA-510,3
C V S/N,3
CC-59,3
A-2232,3
SA-200,3
CC-31.3,3
EX-384,3
DP-6502,3
EX-389,3
CHT Nº 4,3
GI-11-1,3
GI-4751,3
GI-3801,3
A-483a,3
P-130,3
P-223,3
P-236,3
GC-189,3
NA-8713,3
LZ-404,3
LZ-505,3
EP-8003,3
EP-9005,3
EP-1006,3
EP-9508,3
BI-4342,3
S/CPO3603,3
EP-000,3
CV-LORCA,3
OU-0506,3
TI-3,3
AS-318,3
OU-538,3
OU-0522,3
BI-3621,3
OU-S/N,3
AB-708,3
OU-404,3
EP-0507,3
S/C-0,3
AS-229,3
OU-1114,3
GO-4,3
LL-2,3
LLN-6,3
O-14,3
O-11,3
EP-6502,3
AP-9VB,3
SO-132,3
A-471R2,3
SE-9223,3
M-130,3
A-471R,3
SE-3403,3
SE-5206,3
VP-9901,3
SE-199,3
VP-9004,3
T-733,3
SO-830,3
TP-2036,3
TV-3451,3
T-741,3
C-221,3
SG-722,3
MA-5408,3
RM-604,3
BI-712,3
DSA-470,3
CV-S/D,3
DSA-520,3
DSA-695,3
VP-4502,3
LP-209,3
BI-3733,3
SG-411,3
BI-3331,3
VP-3003,3
CA-433,3
CA-665,3
SG-322,3
SG-V-2221,3
NA-8607,3
NA-666,3
AS-378,3
LE-6427,3
LE-6615,3
LE-473,3
LE-5227,3
LE-521,3
SG-V-2512,3
LE-5333,3
LE-3503,3
LE-4212,3
LV-2021,3
L-501,3
SC-PO/003,3
C-147,3
C-149a,3
LV-1003,3
LE-6519,3
LE-5303,3
GM-2,3
ZA-302,3
ZA-320,3
N-445,3
CV34,3
CV32,3
HU-3109,3
A-1210,3
A-1233,3
CM,3
A-1209,3
JV-5012,3
JA-3404,3
JA-3207,3
A-8102,3
JA-3414,3
LR-441,3
LR-333,3
NA-1720,3
VS,3
PO-S/D,3
A-7279,3
MA-4110,3
A-7201,3
MA-6400,3
RM-E21,3
RM-B20,3
BI-3756,3
GC-324,3
RM-D19,3
RM-C5,3
RM-F40,3
NA-3010,3
NA-1000,3
MA-5403,3
A-343R1,3
LU-P-0708,3
LU-P-5601,3
LU-901,3
LU-P-4606,3
LU-021,3
LU-751,3
LU-P-5207,3
DSA-350,3
LU-P-5706,3
VG-4.5,3
LU-P-5902,3
BI-4781,3
M-966,3
M-13,3
M-326,3
M-634,3
LE-5521,3
TE-V-8011,3
LZ-46,3
BP-1438,3
DP-7203,3
CE-9,3
LV-4001,3
LV-9227,3
GR-5202,3
SG-222,3
SG-V-3122,3
A-4135,3
CN-4,3
BENIRRAS,3
LU-P-6103,3
BU-200,3
LU-P-6517,3
JA-4107,3
LU-539,3
LU-P-0508,3
SG-723,3
Ma-2113,3
N-121b,3
SG-P-2211,3
P-431,3
LU-P-5904,3
EP-0003,3
C-31F,3
LU-P-5809,3
AC-551,3
CA-610,3
AC-447,3
EX-111,3
AS-330,3
CA-907,3
AC-307,3
CA-264,3
LV-3321,3
SG-234,3
CA-850,3
DP-0402,3
CM-2009,3
DP-5503,3
N-110a,3
CV-76,3
CV-77,3
SG-V-2226,3
BA-078,3
M-541,3
OU-114,3
JA-5200,3
M-126,3
CO-8203,3
OU-0507,3
SE-7203,3
M-633,3
GR-5401,3
P-972,3
DP-0001,3
A-4003,3
AC-102,3
EP-9507,3
M-621,3
P-931,3
AB-519,3
A-8053,3
AC-223,3
SO-P-4123,3
N-542,3
GR-420,3
OU-510,3
LE-5202,3
SE-9010,3
M-531,3
OUP0000,3
SE-437,3
LOCAL 078,3
BV-1122,3
A-75,3
CV-748,3
PO-511,3
DP-2104,3
SE-426,3
SO-934,3
EP-2605,3
OU-0519,3
SE-5209,3
DP-7803,3
BU-525,3
JA-4306,3
SE-9105,3
CR-632,3
OU-0517,3
GR-4405,3
SE-7200,3
CA-643,3
CM-2113,3
A-3280,3
LOC S/D,3
EP-2909,3
DP-5811,3
CV-811,3
SA-100,3
CV-2,3
AS-355,3
A-495a,3
MI-4,3
SN1,3
SA CALETA,3
AS-333,3
DSA-270,3
CA-3101,3
LU-P-3305,3
LLN-11,3
CM-545,3
LU-722,3
CV-124,3
N-141a,3
GM-3,3
AS-363,3
AS-335,3
C.H.G.,3
EP-8504,3
HU-631,3
DP-5815,3
N-634R,3
HU-V-3003,3
DP-1703,3
AS-116,3
DSA-570,3
AC-549,3
HU-V-3241,3
DSA-150,3
Ma-2010,3
SB-3,3
EP-3001,3
Ma-1101,3
A-1230,3
DSA-330,3
SA-214,3
BV-1037,3
A-1229,3
GI-6,3
Ma-1031,3
LU-P-1002,3
AS-314,3
HU-3107,3
CA-313,3
LR-205,3
CA-6100,3
LA CADENA,3
CV-9206,3
AV-P-662,3
BU-P-1131,3
CA-266,3
CA-5100,3
AS-359,3
TF-632,3
HU-8100,3
A-483R,3
A-316R7,3
LR-260,3
LR-345,3
CA-440,3
LP-2015,3
PO-0000,3
CA-428,3
LU-P-4803,3
LU-933,3
EP-3303,3
CM-4124,3
PMV-812.2,3
TF-421,3
DP-0813,3
LU-P-0610,3
Ma-1016,3
LP-212,3
TF-121,3
TF-163,3
AL-7104,3
SI-6,3
AS-312,3
CVCC,3
AV-P-716,3
LP-205,3
REYERTA,3
CA-510,3
BU-V-5242,3
DP-0906,3
DP-0702,3
SO-P-2001,3
P-131,3
EX-211,3
BU-520,3
CM-2026,3
PA-35,3
NA-1740,3
CC-17.4,3
TO-3632,3
CM-3225,3
GIV-5411,3
CC-23.4,3
EX-338,3
GIP-5223,3
AB-204,3
CO-4400,3
CM-4058,3
TO-1151,3
EX-325,3
GIV-6441,3
GC-291,3
GIP-6821,3
A-2515,3
LE-6712,3
AL-7106,3
CV-656,3
GIP-5244,3
NA-1240,3
CAMINO V.,3
CU-V-3031,3
LE-6523,3
CAN GAYA,3
LE-7412,3
CAMINO 063,3
CV11,3
EP-5107,3
NA-4000,3
GI-500,3
NA-6630,3
Ma-5111,3
DP-0103,3
CM-5002,3
GIP-5107,3
MA-6410,3
GIV-6425,3
CHT 002,3
MA-4105,3
GIV-6535,3
EP-1002,3
C-255,3
VG-4.6,3
AB-303,3
LZ-42,3
EP-1301,3
CC-13.6,3
AL-8106,3
N-655,3
LE-133,3
CV-506,3
RM-B33,3
CL-633,3
BU-643,3
DSA-371,3
GC-802,3
LZ-704,3
CV-341,3
AB-503,3
B-511,3
NARANJOS,3
BV-5121,3
RM-A15,3
EX-362,3
CV-666,3
CC-17.1,3
LE-7414,3
AL-3412,3
EP-8002,3
BV-2128,3
CM-4051,3
LE-5209,3
RM-C16,3
LE-6204,3
BA-051,3
CM-2110,3
FV-621,3
RM-F42,3
TO-1742,3
RM-F20,3
CV CAN GUA,3
PO-S/C,3
RM-314,3
TO-3638,3
CO-7219,3
BA-070,3
EX-348,3
CV-205,3
CO-6220,3
GIP-6532,3
LU-701,3
CO-31,3
JA-6110,3
MA-6414,3
TV-2043,3
LE-5602,3
A-431R2,3
GR-9105,3
BA-122,3
AB-613,3
LE-4714,3
OU-312,3
MA-5402,3
GC-703,3
T-200,3
C-58C,3
Me-10,3
T-311,3
GC-231,3
VG-1.5,3
T-310z,3
OU-0518,3
A-4129,3
LE-7409,3
GR-8101,3
DP-1406,3
AL-3100,3
T-318,3
TV-3103,3
T-2237,3
T-740,3
CV-37,3
CA-4200,3
GR-3107,3
JA-3209,3
Me-5,3
NA-127,3
DP-7010,3
EX-213,3
NA-5300,3
A-1412,3
MA-4106,3
GIV-5262,3
SO-P-4003,3
SO-382,3
OU-1011,3
EX-371,3
BINIDALI,3
A-2402,3
AB-400,3
BV-2422,3
EP-0019,3
GC-103,3
A-227,3
CV-832,3
LE-7508,3
A-2513,3
A-334a,2
DSA-573,2
A-1231,2
CV-1378,2
HU-7401,2
LE-7516,2
PISTA MIN.,2
LE-5425,2
GIV-4033,2
GI-3721,2
A-4150,2
CV-1405,2
LE-5618,2
EX-321,2
A-2605,2
DSA-512,2
GI-3630,2
CGH-066,2
A-5100,2
CV-1396,2
LE-5501,2
B-111,2
DP-1903,2
HU-6108,2
AC-14AL,2
BU-P-5028,2
LV-3005,2
GI-3652,2
Ma-4013,2
T-312-3,2
CV18,2
DSA-504,2
CV24,2
A-15-166,2
GI-3401,2
SO-P-3005,2
A-1407,2
OU-300,2
LV-3113,2
DP-3006,2
GI-3511,2
T-332,2
L-324,2
Ma-3301a,2
GI-3481,2
HU-9101,2
LV-4011,2
RM-D22,2
GI-3453,2
L-220,2
CM-550,2
Ma-2114,2
DSA-109,2
CV-0001,2
BV-5228,2
Ma-2132,2
LU-P-0202,2
DP-2901,2
LR-429,2
CV SA FONT,2
LR-115a,2
A-4301,2
VIA,2
LP-7013,2
CU-1604-06,2
LE-7402,2
CV45,2
CV52,2
LR-211,2
Me-22,2
C-12F,2
CV51,2
B-221,2
LR-486,2
CV-1603-18,2
GI-2636,2
LE-941,2
HU-3104,2
BA-121,2
BA-158,2
BU-912,2
TF-627,2
DP-6705,2
CV-561,2
A-2212,2
CU-V-5002,2
EX-347,2
TARRANQUER,2
CV-1603-35,2
C-1411b,2
BA-025,2
GIV-6213,2
DP-8902,2
BA-043,2
DP-5902,2
BA-031,2
SC-11,2
A-357R1,2
VA-542,2
MA-9009,2
BA-098,2
J-9008,2
Cº ENMEDIO,2
CO-6102,2
A-1604,2
ZA-30,2
CA-412,2
RM-F17,2
CM-2117,2
CV60,2
BA-106,2
CA-334,2
CA-170,2
MA-6409,2
CV42,2
MA-3109,2
CO-9402,2
HU-920,2
CU-V-1001,2
HU-V-3532,2
A-2611,2
MA-6412,2
CU-V-3011,2
CU-V-3231,2
CO-3206,2
DP-6601,2
SN,2
BA-105,2
EX-337,2
LE-5533,2
LOCAL 013,2
LE-8603,2
DP-1103,2
LE-4615,2
BA-068,2
DP-1002,2
DP-0810,2
CP-330,2
DP-7901,2
DP-0604,2
RM-B25,2
LE-333,2
DP-0508,2
SG-V-2346,2
CV 127,2
MA-4402,2
AC-522,2
RM-E33,2
BA-092,2
BI-3629,2
BA-634,2
GIV-5514,2
GI-667,2
AV-P-415,2
DP-5602,2
MA-5400,2
SG-V-2112,2
CV-013,2
SG s/c,2
BA-130,2
LE-495,2
A-6202,2
VP-5605,2
CL-601A,2
DP-3608,2
CO-5308,2
DP-3503,2
CP-0000,2
RM-F15,2
GIV-5512,2
GIP-5239,2
DÝEN KANE,2
M-508,2
GU-999,2
LU-653,2
GIV-5312,2
GR-3210,2
GIV-6821,2
DP-0505,2
LP-118,2
GR-9100,2
RM-401,2
TO-3930,2
Me-14,2
GU-181,2
LU-P-5001,2
TV-7042,2
CANUTELLS,2
DP-0507,2
CA-144a,2
Ma-2121,2
CM-2122,2
EX-301,2
RM-420,2
RM-B36,2
LU-P-2922,2
LU-P-2204,2
TF-445,2
TF-287,2
A-1404,2
DP-1706,2
CV-1165,2
LU000,2
LU-P-SN,2
EX-317,2
GU-CR9,2
ENLACE,2
GR-6204,2
LU-P-3502,2
DP-0808,2
CAMINO VEL,2
LU-P-4001,2
RM-D3,2
LU-P-4201,2
TO-3521,2
DP-0503,2
GU-927,2
RM-531,2
BA-072,2
CV-369,2
LU-P-6610,2
M-124,2
GIP-6214,2
BA-132,2
M-327,2
EX-210,2
GIP-5237,2
N-340A,2
M-912,2
GIV-5334,2
Ma-1020,2
GIV-6422,2
GI-40-3,2
GIV-5234,2
N-634-0,2
CNO TIZON,2
GI-3212,2
GI-3491,2
GU-215,2
CV-1338,2
PM-820-2,2
GU-140,2
CV-102,2
GU-192,2
CV-96,2
GR-3106,2
GI-3711,2
CV-1241,2
LU-611,2
RM-A9,2
BV-1483,2
GI-3282,2
CV-1354,2
CA-800,2
BA-154,2
DP-0301,2
BA-087,2
GI-3455,2
GU-147,2
LE-7509,2
CM-502,2
Ma-4024,2
NA-6000,2
NA-5390,2
A-4302,2
NA-8307,2
CV-139,2
C-441-A,2
SAN MATEO,2
RM-A18,2
CA-8104,2
CV EULALIA,2
GC-101,2
OU-0802,2
PP-2131,2
LZ-101,2
OJOS NEGRO,2
RM-F34,2
RM-B15,2
AS-332,2
NA-8715,2
MAJANICHO,2
CR-2031,2
RM-E4,2
A-395R1,2
AC-117,2
CV-1174,2
CO-8205,2
LZ-409,2
OU-0305,2
GR-9102,2
NA-6320,2
CA-3207,2
CA-9123,2
AS-344,2
RI-2,2
NA-7027,2
CA-4107,2
CA-3103,2
CO-4304,2
NA-4150,2
NA-7510,2
NA-7211,2
NA-4100,2
CO-7210,2
DP-4001,2
CV-1307,2
A-3125,2
Ma-4022,2
CR-1341,2
RM-B3,2
RM-F10,2
S/C - PO,2
CV-1087,2
A-315R5,2
EP-1001,2
EP-5002,2
DP-7201,2
EP-1008,2
CV BENIMUS,2
CAMI FONT,2
EP-1005,2
RM-503,2
DP-1802,2
EP-8702,2
GU-143,2
RM-514,2
CAMI VIEJO,2
CAMIINO,2
GU-150,2
RM-315,2
CV-2250,2
CV-94,2
MA-3202,2
CV-108,2
PO-230,2
DP-7802,2
451-CV,2
CV-152,2
CV-134,2
CV-24,2
SN-1,2
VG-1.6,2
RM-404,2
GC-173,2
GR-3421,2
A-4105,2
RM-D1,2
EP-1308,2
EP-1302,2
CAN GUASCH,2
GT-01,2
JUAN GOPAR,2
RM-428,2
CV-2261,2
RM-E6,2
EP-2204,2
RM-B9,2
CARRETAS,2
GC110,2
ORP-0000,2
CV-TOTANA,2
AS-29,2
SB-1,2
AS-265,2
BU-113,2
SI-2,2
SR-1,2
BV-4404,2
SIN DEN.,2
CM-2017,2
CV0000,2
CV-1601-86,2
PV-1,2
OU-0204,2
GIV-4035,2
PI-3,2
PB-5,2
BU-561,2
NA-2040,2
CC-117,2
O-12,2
A-3052,2
CC-37,2
CC-20.2,2
CM-3116,2
EP-1305,2
GC-303,2
BV-1273,2
P-983,2
OU-0806,2
BV-1485,2
BV-2129,2
DP-1910,2
A-65,2
B-401,2
BU-V-7012,2
BU-556,2
OU-0101,2
BU-V-8001,2
OU-0106,2
PP-2462,2
P-141,2
CV MATEO,2
BU-601,2
AS-35,2
PO/SC,2
CU-V-9001,2
CU-V-8306,2
FV-415,2
LLN-14,2
LL-10,2
LL-5,2
DP-2403,2
AS-38,2
GIV-6228,2
CC-64,2
LAS MINAS,2
GIV-5136,2
GI-501,2
GIV-6234,2
OU-0804,2
C-253,2
OU-1005,2
NV-5,2
TE-V-9032,2
CO-9003,2
OU-1013,2
CV-1283,2
GC1,2
OU-S/D,2
CV-1326,2
DP-9203,2
CC-128,2
DP-5004,2
AS-315,2
FV-602,2
NA-30,2
AS-239a,2
AS-356,2
EX-386,2
DP-2302,2
LA-1,2
CAMINO RUR,2
BO-3,2
GIV-6591,2
AS-239A,2
GR-4,2
AS-32,2
AS-212,2
Ma-4027,2
CU-8,2
GI-601,2
GIP-5511,2
CÑ-4,2
GIV-6708,2
CT-6,2
CT-5,2
CT-4,2
CC-152,2
MA-4102,2
C.YESARES,2
HU-V-2201,2
TRAMONTANA,2
SG-V-3311,2
CV SAN MAT,2
LE-5411,2
JA-6100,2
LP-112,2
Ma-15A,2
SG-V-3225,2
SA TORRE,2
SG-V-2201,2
VG-1.3,2
SG-V-3434,2
A-6102,2
VG-1.2,2
JA-3301,2
LE-5312,2
AC-154,2
SG-724,2
RM,2
SG-V-2136,2
DP-7102,2
LE-6502,2
LE-6617,2
DP-4802,2
PM-812,2
DP-4804,2
LE-5523,2
EP0000,2
CA-602,2
LE-6508,2
CA-236,2
N-321A,2
LE-6605,2
LE-5235,2
LE-5225,2
DP-2801,2
Me-9,2
CA-700,2
AC-306,2
CC-29.5,2
CC-49,2
CA-683,2
LE-5508,2
CA-680,2
LE-5604,2
JA-4105,2
PMV-812.1,2
LE-5505,2
OU-103,2
LE-6304,2
PO-190,2
JA-3410,2
Ma-1013,2
JA-3103,2
N-321,2
LE-5201,2
CC-99,2
JA-3307,2
CU-V-8302,2
SE-7201,2
LE-6202,2
A-2216,2
CM-3101,2
CV1601-108,2
BV-5022,2
DP-3607,2
N-240a,2
SE-6101,2
HU-V-6104,2
LE-5638,2
DP-3504,2
EL COPERO,2
A-2218,2
LE-6517,2
CU-V-2002,2
LE-6510,2
EP-6405,2
LE-211,2
LE-5714,2
JF-7038,2
JV-7001,2
JA-7201,2
DP-8001,2
A-6107,2
DP-4904,2
JA-7100,2
JA-8102,2
JA-5104,2
A-6302,2
PO-220,2
LE-5208,2
BV-5024,2
DP-2602,2
EP-0101,2
SE-9029,2
DP-4401,2
LE-6515,2
CALA MOREL,2
DP-5601,2
DP-1912,2
JONDAL,2
LU-163,2
CO-5212,2
M-831,2
AC-554,2
M-543,2
CVC,2
EP-9107,2
CV SA CALE,2
CVT,2
LU-P-6503,2
EP-7101,2
LU-P-0601,2
JA-6105,2
LU-132,2
EP-6005,2
HU-3200,2
SA-113,2
CO-6208,2
A-S/N,2
LU-P-5501,2
CO-5209,2
BASSA,2
AC550,2
HU-9103,2
M-215,2
AC-144,2
CR-V-1461,2
GU-965,2
EP-4301,2
CM-2006,2
PO-262,2
CR-613,2
MA-3100,2
GU-118,2
EP-0017,2
CV-110,2
CV-74,2
AC-460,2
PO/DTT3603,2
A-5101,2
M-540,2
HU-5100,2
M-942,2
CV-117,2
M-120,2
EP-6511,2
M-535,2
TO-1248,2
DSA-290,2
SA-311,2
LU-P-4103,2
EP-2402,2
Ma-3220,2
LV-3343,2
EP-8101,2
CA-803,2
L-232,2
LV-7021,2
VORERA,2
LV-3231,2
A-1227,2
A-1237,2
AC-311,2
DP-1201,2
A-1211,2
OU-0560,2
CA-454,2
LV-5134,2
AC-196,2
CA-326,2
